X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.321311303961,47.624951211732,696,22d4f8af-d376-457c-8166-6ce16d54427e,Aoki Sushi & Grill,621 Broadway E,206.557.4595,https://www.aokisushiandgrill.com/,takeout,,2020/03/31 02:57:35.255+00,2020/03/31 02:57:35.255+00
-122.299901498731,47.662416,697,ce2f137f-652b-4543-8f09-1c28557cbd1e,Pasta & Co - University Village,"4622 26th Ave NE Seattle, WA 98105",(206) 523-8594,https://pastaco.com/,takeout,"We're now accepting orders for curbside pick-up.  Order any of our deli menu favorites, like Simply Grilled Prawns, frozen items, and fresh pasta.",2020/03/31 03:05:01.148+00,2020/03/31 03:05:01.148+00
-122.343997075765,47.4669295725106,698,97733b58-db53-48bf-8e07-e7048ed5d137,Frankie's B-Town Bistro Authentic Italian Food ,"653 SW 152nd Street Burien, WA 98166",206-946-1334,https://www.frankiesbtownbistro.com/takeout/,"takeout,curbside,delivery","Family style meals, dinner, lunches and wine bottles to-go.
Available Noon - 8pm daily. 
Limited delivery daily 4pm - 7pm.",2020/03/31 03:11:24.681+00,2020/03/31 03:11:24.681+00
-122.318124199319,47.7185158184835,699,f5054630-eeab-4a7c-8eb7-e64a9b121896,Casa Del Mariachi,12327 Roosevelt Way NE Seattle WA 98125,(206) 632-5307,https://casa-del-mariachi.negocio.site/,takeout,"Open for take-out 
Tuesday to Sunday from 10:00 am to 8:00 pm.
Monday CLOSED ",2020/03/31 03:18:47.073+00,2020/03/31 03:18:47.073+00
-122.239453618308,47.4904676247386,700,7e1f838c-8dfe-4ab8-8c92-6a3e37849cad,Beach Comber Sports Bar & Grill,12623 Renton Ave S Seattle WA. 98178,(206) 772-5183,https://www.beachcomber.com,"takeout,third_party_delivery_service",Open Friday - Sunday for To-Go orders.,2020/03/31 03:30:18.577+00,2020/03/31 03:30:18.577+00
-122.352761221277,47.6520216935026,701,fe6feb4b-da3e-4a71-8b86-3bdf6af078f6,Roxy's Diner / Norm's Eatery & Alehouse,"462 N 36th St, Seattle, WA, 98103",206-547-1417,https://www.normseatery.com,"takeout,third_party_delivery_service",Open from 10am to 9pm daily. We have a full menu for Norm's and a limited menu from Roxy's available for takeout. Takeout of Food and Booze/Beer/Wine!,2020/03/31 03:39:40.626+00,2020/03/31 03:39:40.626+00
-122.3219295,47.610324,702,3959ff92-e2c2-4917-88cd-da66e1c80dd7,Mad Pizza,"1321 Madison St, Seattle, WA 98104",206-322-7447,http://www.madpizza.com/,"takeout,third_party_delivery_service",We are open for takeout and delivery,2020/03/31 03:48:02.581+00,2020/03/31 03:48:02.581+00
-122.28912406091,47.6134872747706,703,3e767458-51b7-4956-830e-ac59e5de43ee,Bottlehouse Wine Bar,"1416 34th Ave, Seattle, WA 98122",(206) 708-7164  ,https://www.bottlehouseseattle.com/,"takeout,third_party_delivery_service",Bottlehouse will remain open for retail beverages and to-go food only. Reminder that gift cards are available and a great way to show your support. ,2020/03/31 04:02:16.882+00,2020/03/31 04:02:16.882+00
-122.356885611528,47.6492556126638,704,b0e75acb-04f3-4251-8c56-c5d0b65539dd,Byen Bakeri,"15 Nickerson St  Seattle, WA 98109",206-218-1000,https://www.byenbakeri.com/,"takeout,curbside,delivery,third_party_delivery_service","Easy parking for curbside pickup
Complimentary delivery to Queen Anne, Fremont, Ballard and Magnolia on M/W/F afternoons with minimum $20 order. 

",2020/03/31 04:14:59.807+00,2020/03/31 04:14:59.807+00
-122.3331705,47.612817,705,84723aae-1df5-4831-83d7-d494673e9552,Ruth's Chris Steak House - Seattle,"727 Pine St., Seattle, WA 98101",206-624-8524,https://www.ruthschris.com/restaurant-locations/seattle/,"takeout,curbside,third_party_delivery_service","Open for take-out and delivery service from 3pm-8pm every day. 
We’ve streamlined our menu, but still offer many guest favorites!",2020/03/31 04:22:34.512+00,2020/04/26 22:38:34.287+00
-122.323139576336,47.605685406715,706,93277291-f21f-4f77-8d4c-0eb84a4d470a,Metropolitan Deli & Grocery -  First Hill (Between Harborvew & Swedish Hospital,"514 Terry Ave.  Seattle, WA 98104",(206) 257-1656,https://metropolitandelicafefh.com/,"takeout,curbside,third_party_delivery_service","Sandwiches with Boar’s Head meats and cheeses. 
Caffe Vita coffees
Breakfast
Delicious and fresh hot bar (Lunch only)
Grocery
Beers and wines",2020/03/31 04:32:50.187+00,2020/03/31 04:32:50.187+00
-122.333364,47.604591,707,33167edc-872f-4fc9-8993-df5b6cff39e4,Cafe Zum Zum,"823 3rd Ave, Suite 104, Seattle, WA 98104",(206) 622-7391,https://www.facebook.com/cafezumzumsea/,"takeout,third_party_delivery_service","You can order through Postmates, UberEats, & Grubhub so that your cravings for Cafe Zum Zum may be fulfilled.",2020/03/31 04:45:37.002+00,2020/03/31 04:45:37.002+00
-122.342443495643,47.6514471787313,708,fd569f63-32dc-4ccd-8b90-e46840433d12,36 Stone,"3630 Stone Way N, Seattle, WA 98103", 206-556-3438,https://www.36stone.com/,takeout,"We are currently only offering take-out food service. 
Available Monday to Saturday from 5 pm to 9 pm.",2020/03/31 04:51:18.394+00,2020/05/11 17:04:44.188+00
-122.320563346029,47.6057350546467,709,3b74b43f-173a-4e9c-80d3-ab9933e27388,TAM Noodle Box,"412 Broadway, Seattle, WA 98122",206-257-5729,https://tamnoodlebox.com/,"takeout,third_party_delivery_service",Open Monday through Saturday from 11am-8pm.,2020/03/31 04:57:53.755+00,2020/05/11 17:05:07.391+00
-122.2996545,47.599497,710,4cde5792-f6f8-479d-85a5-f5ff693833b4,Standard Brewing,"2504 S Jackson St, Seattle, WA 98144",(206) 535-1584,https://standardbrew.com/,"takeout,third_party_delivery_service","Open from 11am-8pm every day. We are selling beer, wine and food to-go. We have all of our fruited and farmhouse beers in bottles.  Also growlers!",2020/03/31 05:08:09.555+00,2020/03/31 05:08:09.555+00
-122.330599250091,47.6199058067393,711,db0afc44-b245-48c0-8427-dc9a6e548df0,Fresh Deli & Mart,"209 Yale Ave N Seattle, WA 98109",(206) 420-4187,https://g.page/fresh-deli-mart?gm,takeout,"Serving breakfast sandwiches and Deli sandwiches daily, along with providing canned, frozen, and/or perishable food items.
Toiletry products, etc.. ",2020/03/31 05:15:33.681+00,2020/03/31 05:15:33.681+00
-122.347296,47.614797,712,5f6af29a-a7df-41d0-8b98-8b46ca6abe6c,Shiro's Sushi,"2401 2nd Ave, Seattle, WA 98121",206-443-9844,https://www.shiros.com,takeout,"Traditional edomae-style sushi restaurant.
Visit our web site for take-out menu.
Pick up hours are from 11:00 am to 8:00 pm.",2020/03/31 15:22:07.135+00,2020/03/31 15:22:07.135+00
-122.342317983856,47.6135251150227,713,fc7c73f2-113b-4aa5-836d-395c6029b264,Bento World,306 Lenora st Seattle WA 98121,206-441-4474,https://www.facebook.com/pages/Bento-World/117781248248063,takeout,,2020/03/31 16:22:03.963+00,2020/03/31 16:22:03.963+00
-122.312365345524,47.686515626437,714,dcc7f378-5ff1-419f-8064-48667c961726,The Shambles,"7777 15th Ave NE, Seattle, WA 98115",206.659.0074,http://www.delimeatsbar.com/#about,takeout,"

12pm-8pm
Everyday

We have a well stocked retail case - charcuterie, fresh beef, pork, Lamb, poultry as well as various sundries.",2020/03/31 16:25:22.245+00,2020/03/31 16:25:22.245+00
-122.351085,47.650923,715,e14055a1-5731-4b5e-83ff-95ebfbbebbde,Triangle Spirits,"3507 Fremont Pl N, Seattle, WA 98103",(206) 632-0880,https://www.trianglefremont.com/,takeout,,2020/03/31 16:26:53.511+00,2020/04/30 15:10:47.542+00
-122.357405070741,47.6328001283201,716,f981d90b-930c-4fc1-8ead-e508962021d7,Domani Restaurant and Pizza,"1515 Queen Anne Ave N, Seattle, WA 98109",206-812-2222,http://www.domaniqueenanne.com/,"takeout,delivery,third_party_delivery_service","ADJUSTED HOURS: 4PM - 9PM; Take-Out and Delivery 

NEW: Family Style Dinner Package  - call us for details.",2020/03/31 16:30:35.887+00,2020/03/31 16:30:35.887+00
-122.35598051234,47.7044381893559,717,50995435-89dc-48e0-8b11-76c4741b668d,Bánh Town,"10414 Holman Rd NW, Seattle, WA 98133",(206) 257-4254,http://banhtown.com/,"takeout,third_party_delivery_service","We are offering pick-up by ordering online, phone ordering and delivery through our third-party vendors.",2020/03/31 16:34:01.685+00,2020/03/31 16:34:01.685+00
-122.399216068633,47.6394218647246,718,c1f9a9d4-11eb-43fa-8d92-733b3751bed6,Yume Sushi,"3217 W McGraw St Seattle, Washington 98199",(206) 402-6397,https://www.facebook.com/pages/Yume-Sushi/221088681813188,takeout,"Our hours are 4:00pm to 8:00pm, Monday through Saturday.",2020/03/31 16:41:17.405+00,2020/03/31 16:41:17.405+00
-122.374387512782,47.583420098794,719,579bbd52-98c9-4d14-8beb-5a29cbf7e111,West Bay Espresso,"2255 Harbor Ave SW, Seattle, WA 98126",(206) 854-1265,,takeout,,2020/03/31 16:41:58.999+00,2020/03/31 16:41:58.999+00
-122.386605806779,47.5698837096625,720,05b0a86c-c153-42cc-822c-526d7cde409f,Welcome Road Winery,"3804 California Ave SW, Seattle, WA 98116",(206) 486-0788,https://www.welcomeroadwinery.com/,"takeout,curbside,delivery","We are temporarily closed for tastings, but OPEN for bottle pick up Friday & Saturday 2-5pm and by appointment and for free delivery any day. ",2020/03/31 16:43:46.218+00,2020/03/31 16:43:46.218+00
-122.35460322547,47.5335247689029,721,7c61db7e-3cc1-47f4-84c6-d408d9208942,Wanna Teriyaki & Burger,"1513 SW Holden St, Seattle, WA 98106",(206) 402-5218,https://www.facebook.com/pages/Wanna-Teriyaki-and-Burger/589778237737368,"takeout,third_party_delivery_service",,2020/03/31 16:45:43.641+00,2020/03/31 16:45:43.641+00
-122.386599,47.549979,722,86be6c8c-0d96-43fb-823b-1332ed8c0be4,Viscon Cellars,"5910 California Ave SW B, Seattle, WA 98136",(206) 419-0468,https://www.visconcellars.com/,delivery,Free local delivery of our wines during this mandate. Contact Ben Viscon at Ben@Visconcellars.com or call at 206-419-0468 to place an order.,2020/03/31 16:49:38.658+00,2020/03/31 16:49:38.658+00
-122.362519592427,47.551727381662,724,d8fe1b06-67ea-4726-8947-826c2bac638a,Upper Left Catering,"5604 Delridge Way SWSeattle, WA 98106",,https://chameleon-cinnamon-xjjk.squarespace.com/,takeout,,2020/03/31 16:56:56.268+00,2020/03/31 16:56:56.268+00
-122.381336587022,47.5892843166658,725,14164031-a59d-46ac-8bb2-49b437ce9ff3,Unwind Cafe,"1619 Harbor Ave SW, Seattle, WA 98126",206.350.0987,https://www.facebook.com/unwindcafellc,"takeout,third_party_delivery_service",,2020/03/31 16:59:06.753+00,2020/03/31 16:59:06.753+00
-122.30002016965,47.6665273373192,726,609d356d-bfb3-458c-8274-b79a3e59c527,Blazing Bagels - Blakeley,"2510 NE Blakeley St. Seattle, WA 98105",(206) 420-1371,https://www.blazingbagels.com/locations,takeout,"m-f 7am-3pm, sat-sun 7am-3pm",2020/03/31 17:00:20.098+00,2020/03/31 17:00:20.098+00
-122.358315893983,47.5206082004645,727,368127fa-aa64-40d1-85cf-cb520569b535,2 Fingers Social,"9211 Delridge Way SW, Seattle, WA 98106",,https://www.facebook.com/2fingerssocial/,takeout,"Pickup/takeaway 4-8 pm daily, pizza and beverages.",2020/03/31 17:01:15.754+00,2020/03/31 17:01:15.754+00
-122.365726971513,47.5224683039334,728,aba8edc7-41c7-4d61-8caa-438d65abfa11,Toshi's Teriyaki - Westwood Village,"9029 25TH AVE SW SEATTLE, WA 98106",(206) 937-9442,https://toshisgrill.com/toshis-teriyaki-seattle-westwood-village,takeout,,2020/03/31 17:02:30.489+00,2020/03/31 17:02:30.489+00
-122.374818154196,47.6794090915317,729,6a7db4f1-053b-4214-85d4-7ed54c8e2498,The Pantry,"1417 NW 70th Street, Seattle",206.436.1064,https://thepantryseattle.com/,"takeout,curbside","Order your meal on our website, and pick it up between 5-7pm.",2020/03/31 17:05:36.725+00,2020/03/31 17:05:36.725+00
-122.386804665859,47.579154579799,730,ff94e780-77d6-44ff-8d75-f8ead447a0bd,The Good Society Brewery & Public House,"2701 California Ave SW unit a, Seattle, WA 98116",(206) 420-3528,https://www.goodsocietybeer.com/,takeout,"Open Mon – Fri, 3-7 PM and Sat-Sun, 12-7 PM. To shorten times in the taproom, you can call ahead (206.420.3528) or order online.",2020/03/31 17:10:25.163+00,2020/03/31 17:10:25.163+00
-122.3563275,47.517543,731,73c74daa-1b76-46a0-8279-e362719a5151,Tacos y Mariscos El Tiburon,"1622 SW Roxbury, Seattle , WA, 98106",(206) 767 - 4026,http://www.tacosymariscoseltiburon.club/?utm_source=google&utm_medium=website&utm_campaign=Tacos%20y%20Mariscos%20El%20Tiburon&utm_term=5b735b1d59b86a0001f3746e,takeout,,2020/03/31 17:13:31.085+00,2020/03/31 17:13:31.085+00
-122.387092736972,47.5623122470074,732,0a33313b-5d61-4492-81b9-322dd389ed9e,Supreme,4521 California Avenue SW,,https://www.supreme.bar/,"takeout,third_party_delivery_service","We will be open daily 4 pm to 9 pm for deliver and pickup. All orders online only via Caviar, no walk-up sales",2020/03/31 17:16:33.618+00,2020/03/31 17:16:33.618+00
-122.341324088011,47.4671986954661,733,d400128c-8330-41c4-8c9b-0d5753644659,Pickled and Preserved Market & Deli,546 Sw 152nd St. Burien WA 98166,206-457-4258,https://www.pickledpreserved.com/,takeout,Our hours are Monday- Saturday 10am-4pm. ,2020/03/31 17:16:36.539+00,2020/03/31 17:16:36.539+00
-122.331836332364,47.6687536646435,734,97102e4c-ba7c-42d1-8efa-bf679679cf65,Himalayan Sherpa House,"2227 N 56th St, Seattle, WA 98103",(206) 633-3538,http://www.himalayansherpahouse.com/,"takeout,delivery,third_party_delivery_service",,2020/03/31 17:19:25.243+00,2020/03/31 17:19:25.243+00
-122.315957173621,47.6153917796402,735,ace24f35-976e-4847-8b8f-ad204f26d6e7,Ramen Danbo Capitol Hill,"1222 E Pine St, Suite A, Seattle WA 98122",206-566-5479,https://ramendanbo.com/,"takeout,third_party_delivery_service",We accept pickup orders by phone and are offering delivery on DoorDash.,2020/03/31 17:21:29.026+00,2020/03/31 17:21:29.026+00
-122.38501914156,47.6670141775218,736,64bec37a-5225-443b-863e-b08124caee01,Sawyer,"5309 22nd Ave NW suite a, Seattle, WA 98107",206-420-7225,http://sawyerseattle.com/,"takeout,curbside",Sawyer will be offering take out service Thursday-Saturday evenings from 4-8pm and Sunday brunch from 10-2pm,2020/03/31 17:25:44.449+00,2020/03/31 17:25:44.449+00
-122.337984440654,47.6172560676191,737,8540c342-d9ff-404d-80eb-0378ea0f51a6,Monorail Espresso - Westlake,"2120 Westlake Ave Seattle, WA 98121",,https://www.monorailespresso.com/,takeout,"Our hours are:
M-F 6-4pm
Saturday 8-3pm
Sunday 9-3pm
",2020/03/31 17:39:49.952+00,2020/03/31 17:39:49.952+00
-122.335490396205,47.6110328387901,738,933bbb6a-d37d-4d1e-85a5-8a2bdfa320b2,Monorail Espresso - 5th and Pike,"510 Pike St Seattle, WA 98101",,https://www.monorailespresso.com/,takeout,"Our hours are:
M-F 6-3pm
Saturday 8-3pm
Sunday 9-3pm",2020/03/31 17:41:17.515+00,2020/03/31 17:41:17.515+00
-122.355084010522,47.6871386367355,740,4fc9d241-b4cb-43c7-880a-4f866879b3c9,Taco Del Mar - Greenwood,"8004 Greenwood Ave N, Seattle, WA 98103",(206)706-4063,https://tacodelmar.com/,"takeout,third_party_delivery_service","Open for business Monday to Friday 11am to 9pm, Sat and Sunday from 12pm to 9pm. ",2020/03/31 19:12:08.726+00,2020/03/31 19:12:08.726+00
-122.324618678983,47.6610910132297,741,1c6b75a5-0d2d-4cf6-85c7-f869e4568599,Kate's Pub & Bar Catering,309 NE 45th Street  Seattle WA 98105,206-547-6832,https://www.katespub.com/,takeout,"OPEN FOR TAKE OUT ONLY: Daily 3PM-8PM

NOW SELLING
GROWLERS AND BOTTLES OF WINE
TO GO !!",2020/03/31 19:20:15.681+00,2020/03/31 19:20:15.681+00
-122.326178465859,47.6419007061449,742,92012ff7-e1a7-4bf3-8e75-ed5baf7b7f21,Otter Bar and Burger,"2379 Eastlake Ave E Seattle, WA 98102",(206) 906-9401,https://otterbarandburger.com/,"takeout,third_party_delivery_service","During this time,  we are open for take-out and delivery between the hours of 11:30 am and 9:00 pm (8:00p on Sundays).",2020/03/31 19:25:37.995+00,2020/03/31 19:25:37.995+00
-122.317781127127,47.6937863968344,743,64829a08-2d95-4e45-8b87-da05f6e0db21,Snappy Dragon,"8917 Roosevelt Way NE, Seattle, WA  98115",206-528-5575,https://www.snappydragon.com,"takeout,delivery,third_party_delivery_service","Open Mon-Sat. 11AM -8:30PM
Open Sun. 4PM-8:30 PM
Free delivery to our usual delivery area.",2020/03/31 19:38:34.233+00,2020/03/31 19:38:34.233+00
-122.356968008222,47.6237869717864,744,1cccc18f-35d3-4509-87ae-693d56e7b7a9,Pung Kang Noodle Place,"517 Queen Anne Ave N. Seattle, WA. 98109",(206) 285-4656,https://www.pungkangnoodle.com/,"takeout,third_party_delivery_service",Chownow  https://direct.chownow.com/order/5453/locations/7146,2020/03/31 21:34:46.997+00,2020/03/31 21:34:46.997+00
-122.291526271512,47.6270046548366,745,7e5247e2-fca0-49fd-83c1-d3227cd44927,Nishino Restaurant,"3130 E Madison St., Seattle WA 98112 ",206-322-5800,https://nishinorestaurant.com/,"takeout,curbside","Modified Hours of Operation for Take-out 
Lunch: Wednesday - Friday 11:30am to 1:30pm 
Dinner: Wednesday - Sunday 4:00pm to 8:00pm
",2020/03/31 21:37:56.482+00,2020/03/31 21:37:56.482+00
-122.331948701405,47.5978568089425,746,88e491c3-70ce-41c6-881d-b78051d9d432,Matsu,"501 Stadium Pl S, Seattle, WA 98104",(206) 257-4259,https://www.matsuseattle.com/,"takeout,third_party_delivery_service","4-8pm Monday-Saturday
(promo: 50% off bottles, 25% off orders for Pioneer Square residents)",2020/03/31 21:41:45.781+00,2020/03/31 21:41:45.781+00
-122.31655969358,47.6148096518707,747,d1043d05-1a10-487f-806c-7256d3870c53,Momiji,"1522 12th Ave. Seattle, WA 98122",(206) 457-4068,https://www.momijiseattle.com/,"takeout,third_party_delivery_service","4-8pm daily
(promo: 25% off bottles and 15% off pick up orders)",2020/03/31 21:44:01.750+00,2020/03/31 21:44:01.750+00
-122.345967863267,47.6134066698182,748,d4871129-2f63-4033-8beb-26e0d25a54ed,Umi Sake House ,"2230 1st Ave. Seattle, WA 98121",(206) 374-8717,https://www.umisakehouse.com/,"takeout,third_party_delivery_service","4-8pm daily
(promo: 25% off bottles, free delivery through caviar, happy hour 4-6pm)",2020/03/31 21:46:24.328+00,2020/03/31 21:46:24.328+00
-122.334735683246,47.6019829277765,749,a65f7ff7-b2be-4774-8c9a-4b90794d202e,Fat Shack - Pioneer Square,"88 Yesler Way Seattle, WA 98104",206-682-1139,https://www.fatshack.com/,"takeout,third_party_delivery_service","HOURS
Sun – Thurs:  11AM – 1AM
Fri – Sat:  11AM – 3AM",2020/03/31 21:50:13.719+00,2020/03/31 21:50:13.719+00
-122.357238980776,47.6377923248507,750,996a2758-95db-4318-8174-dcdb93290acf,Elliott Bay Pizza and Burgers,2115 Queen Anne Ave N,(206) 285-0500,http://www.elliottbaypizzaseattle.com/,"takeout,delivery,third_party_delivery_service",,2020/03/31 21:55:20.081+00,2020/03/31 21:55:20.081+00
-122.346643192383,47.614304757024,751,76c24e7e-8aee-41be-8c4e-b4207f688e33,Bangrak Market,"2319 2nd Ave, Seattle, WA 98121",(206) 735-7352,https://www.bangrakmarket.com/,"takeout,curbside,delivery,third_party_delivery_service","Open 7 days a week
11 am to 11 pm Monday to Friday
12 pm to 11 pm Sunday
We offer take out and local delivery",2020/03/31 21:58:19.066+00,2020/03/31 21:58:19.066+00
-122.35278778119,47.6521688391393,752,a07d8caa-ce91-4c20-8761-b553e62b1ddf,Pete's Fremont Firepit,"462 N 36th St Ste 101, Seattle, WA 98103",,https://www.pastramisandwich.com/petes-fremont-fire-pit,third_party_delivery_service,,2020/03/31 21:59:42.941+00,2020/03/31 21:59:42.941+00
-122.35278778119,47.6521688391393,753,272c86a7-dd12-44fc-89f1-81e730f859c8,Let's Taco,"462 N 36th St, Seattle, WA 98103",,https://www.pastramisandwich.com/lets-taco,third_party_delivery_service,,2020/03/31 22:01:15.973+00,2020/03/31 22:01:15.973+00
-122.328748941115,47.6137750932294,754,1cc0d857-ae1d-4eeb-89b3-7536d29aa2aa,Zaika,"1100 Pike St, Seattle, WA 98101",(206) 432-9355,https://zaikaseattle.com/,"takeout,delivery,third_party_delivery_service",,2020/03/31 22:02:44.566+00,2020/05/11 15:23:21.236+00
-122.320434289027,47.6145698705812,755,e1b4eb35-9860-4a2c-8832-f523f2a22505,Moti Mahal Indian Cuisine,"1520 Broadway Seattle WA, 98122",(206) 323-9189,https://motimahalindianseattle.com/8182,"takeout,delivery",,2020/03/31 22:47:52.579+00,2020/03/31 22:47:52.579+00
-122.348936790948,47.6163345703022,756,ab36d776-3b7a-4dcd-884c-1f1082f36143,Tandoori Hut Indian Cuisine,"2616 2nd Ave  Seattle, WA 98121",206.443.6002,http://www.tandoorihutseattle.com/,takeout,"We are open 11am-10pm, all days of the week!",2020/03/31 22:58:37.690+00,2020/03/31 22:58:37.690+00
-122.2884135,47.660949,757,c44fb619-c087-427c-8d6f-60f3cc9be4e2,Varlamos Pizzeria,"3617 NE 45th St, Seattle, WA 98105",(206) 522-8515,http://varlamospizza.com/,"takeout,curbside,delivery,third_party_delivery_service","In addition to take out, we will be offering free in house delivery within a two mile radius, $25 minimum.
Temporary operating hours: 4 pm-9pm.",2020/03/31 23:01:51.723+00,2020/03/31 23:01:51.723+00
-122.312811945584,47.6868042715775,758,49e78c85-67e5-4451-86f6-93d1591029f0,Zaina,"8000 Lake City Way NE Seattle, WA 98115",(206) 528-3876,https://zainafood.com/,takeout,,2020/03/31 23:04:45.896+00,2020/03/31 23:04:45.896+00
-122.33926401766,47.6259706360517,759,1fdcdc5e-f217-443b-80d6-fc1aed4d7fff,Cask and Trotter,"711 Westlake Ave N  Seattle, Wa 98109",(206) 453-4756,https://caskandtrotter.com/wp-content/uploads/2019/11/CASK-SEATTLE-2019-food-menu-.pdf,"takeout,third_party_delivery_service","Delivery hours 11am-9pm.

Check our Facebook page @CaskAndTrotter for specials!",2020/03/31 23:09:32.381+00,2020/03/31 23:09:32.381+00
-122.381450091096,47.6643918833511,760,565958b6-237a-409d-8b3d-e11c3f469bce,Ballard Loft,"5105 Ballard Ave NW, Seattle, WA 98107",206-420-2737,https://www.ballardloft.com/,takeout,"​​PICK UP & CATERING
​​TEMPORARY HOURS 3-7PM",2020/03/31 23:12:57.194+00,2020/06/04 14:42:55.968+00
-122.312737642515,47.6678283193799,761,3648982e-919f-4396-8f9f-5c70c7883393,A Pizza Mart - U-District ,"5240 University Way NE, Seattle, WA, 98105",(206)-517-4000,https://www.apizzamartuniversity.com/,"takeout,third_party_delivery_service",We are open from 11:00 AM to 3:30 AM.,2020/03/31 23:16:55.180+00,2020/03/31 23:16:55.180+00
-122.333421500554,47.6158890174118,762,9b522836-a395-4c24-8fb8-88aeee788244,A Pizza Mart - Downtown,"925 Stewart Street, Seattle, WA, 98101",(206)-903-8500,https://www.apizzamartseattle.com/,"takeout,third_party_delivery_service",Our hours are from 10:30 AM to 3:30AM.,2020/03/31 23:18:40.337+00,2020/03/31 23:18:40.337+00
-122.318514223494,47.613611807098,763,bfe6af8a-6715-409e-8603-3d9d13aca4c5,A Pizza Mart - First Hill,"1433 11th Ave, Seattle, WA 98122",(206)-903-8500,https://www.apizzamartcapitolhill.com/,"takeout,third_party_delivery_service",Our hours are 3:30 PM to 3:30 AM.,2020/03/31 23:21:03.791+00,2020/05/11 16:50:40.026+00
-122.320586245912,47.622557964161,764,6ac11855-16d6-4191-8e85-9165c7af683f,Boca Restobar & Grill,"416 Broadway E. Seattle, Wa",,http://www.bocarestobar.com/home.html,"takeout,curbside,third_party_delivery_service","Hours:
5-9pm⁠ for delivery and takeout / curbside pickup⁠
",2020/03/31 23:32:31.887+00,2020/03/31 23:32:31.887+00
-122.354358731242,47.5160149578498,765,e9aa04e8-268f-4e11-8128-20dc88fe9a1e,El Catrin,9641 15th ave sw Seattle wa 98106,206-708-6341,https://www.facebook.com/Elcatrinmexicanfood/,takeout,,2020/03/31 23:36:14.451+00,2020/03/31 23:36:14.451+00
-122.39580359096,47.6678001756613,766,20a0cb40-4943-4098-85a5-af38d2ae26dc,Lockspot Cafe,3005 NW Locks Place Seattle Wa 98107,(206) 789-4865,https://www.facebook.com/TheLockspotCafe/,takeout,At the entrance of the Ballard Locks. Our hours are 11:00am to 10:00pm we have beer Togo and will have cocktails Togo by the weekend.,2020/03/31 23:38:09.186+00,2020/03/31 23:38:09.186+00
-122.312917038869,47.6236881041187,767,6ee1fa21-f618-41f4-8af5-5e647393645e,Liberty Bar,"517 15th Ave E, Seattle, WA 98122",206-323-9898,http://www.libertybars.com/,"takeout,third_party_delivery_service",Sushi! ,2020/03/31 23:41:08.546+00,2020/03/31 23:41:08.546+00
-122.343426084188,47.466436093208,768,b0d4103c-7014-4d76-874e-e28fc59a9865,Maven Meals,"641 SW 152nd St, Burien WA 98166",(206) 557-7985,https://mavenmeals.com/,delivery,See our website for more details!,2020/03/31 23:45:39.062+00,2020/03/31 23:45:39.062+00
-122.34321643546,47.4662168080399,769,8d9f36f0-6570-4333-82bf-f5143eb8f672,Bison Creek Pizza,"630 SW 153rd St. Burien, 98166",(206) 910-5885,https://www.bisoncreekpizza.com/,takeout,Takeout daily 4pm-9pm,2020/03/31 23:48:58.531+00,2020/03/31 23:48:58.531+00
-122.287277715967,47.4371181504414,770,a86022cc-dc8e-4bae-8000-ef29cc1fe5e1,Cooperleaf Restaurant,"18525 36TH AVENUE SOUTH, SEATTLE, WA 98188",206.901.9268,https://www.cedarbrooklodge.com/copperleaf-restaurant.php,"takeout,curbside,third_party_delivery_service",We are offering a Farm to Your Table takeout menu daily from 11:30am – 8pm.,2020/03/31 23:51:01.048+00,2020/03/31 23:51:01.048+00
-122.316043263432,47.684524267171,771,84666519-f809-46fe-80e0-8579e7768bbf,Mojito,"7545 Lake City Way NE, Seattle, WA 98115",(206) 525-3162,https://mojitoseattle.com,"takeout,third_party_delivery_service",,2020/03/31 23:54:08.830+00,2020/03/31 23:54:08.830+00
-122.329849924798,47.5520908551067,772,ce2b6032-f0ca-4f4e-8f9d-0282291b3b4c,Marco Polo Bar & Grill,"5613 4th Ave South Seattle, WA 98108",(206) 762-3964,http://www.marcopolopub.com/,takeout,Marco Polo Bar & Grill is open and offering togo food 7 days a week from 11am to 9pm.,2020/03/31 23:55:57.518+00,2020/03/31 23:55:57.518+00
-122.354106480072,47.6519980811813,773,f0912871-9e34-4c96-864f-8551366592dc,Revel,"401 N 36TH ST, SEATTLE, WA 98103",206.547.2040,http://www.relayrestaurantgroup.com/restaurants/revel/,takeout,"We are open for: Take-out 

Food Priority Pick-up Zone: Yes
  
Details: Open for take out from Tuesday to Saturday (5pm-7pm)",2020/03/31 23:58:35.613+00,2020/03/31 23:58:35.613+00
-122.30450822329,47.5862078198991,774,a5c5df35-9518-4ae3-8ab0-2a34b040a81f,Saffron Spice,"1901 Rainier Ave S,Seattle, WA 98144",206-325-5332,http://saffronspiceseattle.com/,"takeout,third_party_delivery_service",Our hours are Monday - Saturday 11AM -8.30PM ,2020/04/01 00:01:36.691+00,2020/04/01 00:01:36.691+00
